,Unnamed: 0,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
24759,24759,Patna,2017-11-12,192.85,118.12710293078102,56.27,141.94,70.91,23.483476019371977,1.76,23.98,38.29,0.75,5.35,0.55,372.0,Very Poor
24760,24760,Patna,2017-11-13,173.11,118.12710293078102,116.65,169.82,114.74,23.483476019371977,2.7,21.17,18.27,0.85,5.22,0.7,345.0,Very Poor
24767,24767,Patna,2017-11-20,181.46,118.12710293078102,17.17,112.13,39.46,23.483476019371977,1.19,24.59,82.15,0.45,4.1,1.69,360.0,Very Poor
24770,24770,Patna,2017-11-23,262.21,118.12710293078102,9.56,76.32,25.56,23.483476019371977,1.26,21.75,103.64,0.5,3.81,1.29,398.0,Very Poor
24771,24771,Patna,2017-11-24,203.29,118.12710293078102,36.01,100.81,47.96,23.483476019371977,2.48,18.99,85.1,0.72,4.34,2.9,406.0,Severe
24776,24776,Patna,2017-11-29,300.46,118.12710293078102,62.56,31.01,45.99,23.483476019371977,1.87,17.53,37.1,1.2,6.19,5.41,431.0,Severe
24778,24778,Patna,2017-12-01,401.35,118.12710293078102,34.97,28.68,28.65,23.483476019371977,2.93,20.61,37.43,1.19,6.44,5.19,480.0,Severe
24779,24779,Patna,2017-12-02,414.58,118.12710293078102,62.58,29.81,45.69,23.483476019371977,2.34,28.35,37.07,1.49,7.21,7.22,550.0,Severe
24780,24780,Patna,2017-12-03,279.39,118.12710293078102,21.78,20.7,18.58,23.483476019371977,2.7,23.45,42.65,0.97,5.93,4.05,457.0,Severe
24783,24783,Patna,2017-12-06,363.93,118.12710293078102,31.09,21.09,24.32,23.483476019371977,2.68,25.24,39.96,1.04,5.93,4.08,481.0,Severe
24784,24784,Patna,2017-12-07,275.48,118.12710293078102,18.02,14.26,14.62,23.483476019371977,2.82,20.03,45.71,0.92,5.22,3.64,465.0,Severe
24794,24794,Patna,2017-12-17,244.25,118.12710293078102,17.91,36.81,20.69,23.483476019371977,2.51,38.89,43.82,0.57,4.02,1.47,365.0,Very Poor
24795,24795,Patna,2017-12-18,279.72,118.12710293078102,63.88,73.19,65.97,23.483476019371977,2.9,34.58,24.56,0.84,4.25,2.65,406.0,Severe
24796,24796,Patna,2017-12-19,302.05,118.12710293078102,40.76,103.91,53.79,23.483476019371977,2.36,54.94,35.15,0.73,4.07,2.08,441.0,Severe
24797,24797,Patna,2017-12-20,242.16,118.12710293078102,61.65,55.57,51.81,23.483476019371977,3.91,51.15,39.61,0.93,4.75,3.79,166.4635814889336,Moderate
24801,24801,Patna,2017-12-24,260.0,118.12710293078102,13.1,95.82,32.78,23.483476019371977,1.82,54.55,65.15,0.7,3.39,1.3,393.0,Very Poor
24804,24804,Patna,2017-12-27,310.21,118.12710293078102,33.79,31.26,28.9,23.483476019371977,2.01,34.09,37.79,0.68,4.1,2.26,363.0,Very Poor
24807,24807,Patna,2017-12-30,269.49,118.12710293078102,43.62,34.49,35.53,23.483476019371977,3.47,37.05,13.36,0.82,3.73,2.08,409.0,Severe
24811,24811,Patna,2018-01-03,242.62,118.12710293078102,73.5,89.94,68.3,23.483476019371977,2.58,49.93,24.06,0.52,2.56,1.82,166.4635814889336,Moderate
24812,24812,Patna,2018-01-04,277.9,118.12710293078102,24.37,54.31,29.69,23.483476019371977,2.46,42.33,42.28,0.55,2.78,1.41,395.0,Very Poor
24814,24814,Patna,2018-01-06,235.51,118.12710293078102,48.42,69.63,47.68,23.483476019371977,2.15,39.19,46.6,0.48,2.81,1.32,403.0,Severe
24822,24822,Patna,2018-01-14,191.93,118.12710293078102,13.0,30.04,15.67,23.483476019371977,2.08,44.99,28.99,0.68,2.84,1.0,399.0,Very Poor
24828,24828,Patna,2018-01-20,114.39,118.12710293078102,36.34,64.21,39.44,23.483476019371977,2.81,47.9,21.83,0.7,3.02,1.72,266.0,Poor
24830,24830,Patna,2018-01-22,202.77,118.12710293078102,28.45,44.39,29.03,23.483476019371977,3.4,49.05,37.59,0.67,3.7,1.98,360.0,Very Poor
24834,24834,Patna,2018-01-26,110.07,118.12710293078102,6.89,9.39,6.68,23.483476019371977,1.28,48.81,46.98,0.36,2.74,0.8,280.0,Poor
24837,24837,Patna,2018-01-29,201.07,118.12710293078102,17.11,14.36,14.09,23.483476019371977,2.29,31.86,30.84,0.65,3.64,1.81,381.0,Very Poor
24841,24841,Patna,2018-02-02,197.7,118.12710293078102,12.22,8.15,9.66,23.483476019371977,2.97,37.48,51.5,0.67,3.18,1.76,361.0,Very Poor
24846,24846,Patna,2018-02-07,128.95,118.12710293078102,4.55,28.87,10.46,23.483476019371977,1.16,36.33,67.38,0.35,2.97,0.85,298.0,Poor
24847,24847,Patna,2018-02-08,110.05,118.12710293078102,4.07,25.44,9.28,23.483476019371977,1.1,28.47,74.06,0.35,2.52,0.84,289.0,Poor
24850,24850,Patna,2018-02-11,159.2,118.12710293078102,9.53,21.11,11.26,23.483476019371977,1.68,38.42,22.82,0.35,3.22,0.83,309.0,Very Poor
24855,24855,Patna,2018-02-16,137.62,118.12710293078102,6.76,22.42,10.1,23.483476019371977,1.1,33.92,37.98,0.35,2.71,0.87,297.0,Poor
24858,24858,Patna,2018-02-19,156.35,118.12710293078102,14.87,27.98,16.43,23.483476019371977,1.36,50.76,60.19,0.46,3.19,1.71,333.0,Very Poor
24859,24859,Patna,2018-02-20,162.34,118.12710293078102,23.56,53.98,36.75,23.483476019371977,1.49,42.64,47.8,0.42,2.99,1.49,331.0,Very Poor
24861,24861,Patna,2018-02-22,214.8,118.12710293078102,17.23,24.31,16.93,23.483476019371977,2.16,38.02,43.38,0.5,3.68,1.69,369.0,Very Poor
24863,24863,Patna,2018-02-24,228.6,118.12710293078102,10.55,15.04,10.54,23.483476019371977,1.82,37.43,61.37,0.49,3.14,1.55,360.0,Very Poor
24864,24864,Patna,2018-02-25,164.77,118.12710293078102,8.85,12.49,8.73,23.483476019371977,1.6,38.53,55.83,0.4,3.25,1.17,349.0,Very Poor
24866,24866,Patna,2018-02-27,117.12,118.12710293078102,7.3,12.2,7.74,23.483476019371977,1.2,35.57,68.24,0.35,2.91,0.8,304.0,Very Poor
24869,24869,Patna,2018-03-02,175.83,118.12710293078102,4.53,30.15,10.7,23.483476019371977,1.82,33.4,94.7,0.33,2.96,0.53,349.0,Very Poor
24870,24870,Patna,2018-03-03,81.29,118.12710293078102,3.13,12.22,5.18,23.483476019371977,1.2,39.98,112.75,0.08,2.56,0.36,232.0,Poor
24871,24871,Patna,2018-03-04,90.11,118.12710293078102,6.14,15.2,7.78,23.483476019371977,1.58,39.26,88.63,0.13,2.97,0.59,165.0,Moderate
24873,24873,Patna,2018-03-06,76.62,118.12710293078102,4.62,12.89,6.29,23.483476019371977,1.36,36.22,99.76,0.29,2.89,0.62,209.0,Poor
24874,24874,Patna,2018-03-07,86.95,118.12710293078102,5.6,14.36,7.26,23.483476019371977,1.57,35.5,106.2,0.23,2.94,0.74,179.0,Moderate
24878,24878,Patna,2018-03-11,94.19,118.12710293078102,6.01,11.26,6.7,23.483476019371977,1.58,34.89,76.86,0.29,3.2,0.64,234.0,Poor
24887,24887,Patna,2018-03-20,124.32,118.12710293078102,12.95,57.93,23.1,23.483476019371977,1.58,49.53,65.87,0.35,2.95,0.93,281.0,Poor
24891,24891,Patna,2018-03-24,95.73,118.12710293078102,5.78,13.32,7.04,23.483476019371977,1.33,47.24,34.49143047551808,0.33,2.98,0.91,225.0,Poor
24892,24892,Patna,2018-03-25,106.14,118.12710293078102,5.99,13.55,7.23,23.483476019371977,1.23,48.42,34.49143047551808,0.34,3.88,0.83,253.0,Poor
24893,24893,Patna,2018-03-26,108.97,118.12710293078102,8.02,19.36,10.05,23.483476019371977,1.4,45.13,34.49143047551808,0.33,3.11,0.89,235.0,Poor
24895,24895,Patna,2018-03-28,142.11,118.12710293078102,14.26,13.69,12.35,23.483476019371977,2.1,49.48,4.61,0.5,3.69,1.77,312.0,Very Poor
24898,24898,Patna,2018-03-31,59.97,118.12710293078102,14.68,39.14,22.93,23.483476019371977,0.92,45.8,82.74,0.21,2.56,0.78,170.0,Moderate
24899,24899,Patna,2018-04-01,73.88,118.12710293078102,8.81,47.12,17.85,23.483476019371977,0.85,45.56,93.64,0.28,3.0,0.66,143.0,Moderate
24903,24903,Patna,2018-04-05,66.34,118.12710293078102,7.07,19.65,9.59,23.483476019371977,0.97,50.91,86.72,0.29,2.72,1.07,157.0,Moderate
24913,24913,Patna,2018-04-15,117.04,118.12710293078102,11.68,26.93,14.25,23.483476019371977,1.57,42.86,65.65,0.35,3.42,1.18,282.0,Poor
24921,24921,Patna,2018-04-23,79.63,118.12710293078102,7.04,10.82,7.22,23.483476019371977,1.18,46.7,83.86,0.13,2.32,0.71,189.0,Moderate
24924,24924,Patna,2018-04-26,68.43,118.12710293078102,14.48,72.06,28.0,23.483476019371977,0.98,50.34,98.62,0.24,2.54,0.82,197.0,Moderate
24925,24925,Patna,2018-04-27,61.0,118.12710293078102,14.85,80.46,30.51,23.483476019371977,0.97,41.91,114.49,0.12,2.32,0.64,161.0,Moderate
24928,24928,Patna,2018-04-30,44.45,118.12710293078102,11.64,67.75,25.16,23.483476019371977,0.86,48.92,105.57,0.02,2.32,0.48,173.0,Moderate
24929,24929,Patna,2018-05-01,48.01,118.12710293078102,11.77,54.46,21.59,23.483476019371977,0.93,50.23,79.85,0.0,2.45,0.43,111.0,Moderate
24930,24930,Patna,2018-05-02,55.72,118.12710293078102,10.65,47.36,19.16,23.483476019371977,1.05,50.67,72.0,3.2808403045005514,8.700972080037232,3.0701278234985114,125.0,Moderate
24934,24934,Patna,2018-05-06,100.12,118.12710293078102,11.57,77.23,27.65,23.483476019371977,1.23,44.43,64.94,11.36,89.51,26.17,198.0,Moderate
24935,24935,Patna,2018-05-07,98.02,118.12710293078102,17.25,83.89,32.8,23.483476019371977,1.47,45.99,59.66,12.34,88.71,31.29,235.0,Poor
24937,24937,Patna,2018-05-09,82.42,118.12710293078102,27.1,89.41,40.0,23.483476019371977,1.57,41.89,68.92,7.43,63.17,33.38,209.0,Poor
24941,24941,Patna,2018-05-13,61.47,118.12710293078102,4.55,12.48,6.09,23.483476019371977,1.07,39.58,96.25,5.91,56.94,21.94,131.0,Moderate
24943,24943,Patna,2018-05-15,62.45,118.12710293078102,17.56,47.51,22.46,23.483476019371977,1.12,40.03,101.22,6.18,57.91,26.03,157.0,Moderate
24945,24945,Patna,2018-05-17,65.64,118.12710293078102,10.77,46.29,19.01,23.483476019371977,0.88,49.64,80.52,5.94,58.15,25.58,135.0,Moderate
24946,24946,Patna,2018-05-18,79.59,118.12710293078102,6.5,26.78,11.09,23.483476019371977,1.04,45.29,84.77,6.56,58.54,28.55,156.0,Moderate
24957,24957,Patna,2018-05-29,49.24,118.12710293078102,14.97,70.91,31.38,23.483476019371977,0.9,30.11,109.79,6.16,57.95,30.04,175.0,Moderate
24959,24959,Patna,2018-05-31,57.24,118.12710293078102,13.04,66.15,28.66,23.483476019371977,0.98,39.17,98.82,6.53,58.98,31.36,136.0,Moderate
24960,24960,Patna,2018-06-01,45.31,118.12710293078102,12.89,78.7,28.84,23.483476019371977,0.94,39.18,115.02,5.05,61.54,22.49,208.0,Poor
24972,24972,Patna,2018-06-13,80.99,118.12710293078102,6.53,26.2,10.75,23.483476019371977,0.8,14.53197725591,53.56,5.42,50.82,27.25,139.0,Moderate
24973,24973,Patna,2018-06-14,77.59,118.12710293078102,3.33,15.39,76.95,23.483476019371977,0.25,51.81,61.38,5.79,53.71,31.26,171.0,Moderate
24976,24976,Patna,2018-06-17,82.36,118.12710293078102,1.64,55.9,15.56,23.483476019371977,1.07,35.0,68.0,5.3,59.46,22.67,171.0,Moderate
24977,24977,Patna,2018-06-18,75.28,118.12710293078102,1.65,80.83,22.23,23.483476019371977,1.38,35.86,59.59,6.0,58.91,26.12,167.0,Moderate
24978,24978,Patna,2018-06-19,71.61,118.12710293078102,15.64,117.08,42.21,23.483476019371977,0.9,42.54,72.6,5.69,53.97,27.06,151.0,Moderate
24979,24979,Patna,2018-06-20,67.46,118.12710293078102,13.87,116.89,38.69,23.483476019371977,0.9,41.49,77.72,4.87,53.41,20.81,142.0,Moderate
24982,24982,Patna,2018-06-23,64.14,118.12710293078102,17.27,61.85,26.49,23.483476019371977,0.87,38.09,84.79,4.35,32.2,24.16,159.0,Moderate
24983,24983,Patna,2018-06-24,66.35,118.12710293078102,9.13,62.02,21.6,23.483476019371977,0.91,36.95,53.42,3.88,43.38,16.5,118.0,Moderate
24986,24986,Patna,2018-06-27,52.86,118.12710293078102,24.63,67.25,35.66,23.483476019371977,0.83,38.31,51.68,3.28,36.4,14.05,104.0,Moderate
24988,24988,Patna,2018-06-29,48.51,118.12710293078102,24.65,96.0,46.82,23.483476019371977,1.1,39.94,54.45,3.07,36.01,14.54,104.0,Moderate
24993,24993,Patna,2018-07-04,44.58,118.12710293078102,10.65,64.3,23.11,23.483476019371977,0.73,34.38,59.27,1.91,30.3,8.47,83.0,Satisfactory
24994,24994,Patna,2018-07-05,40.99,118.12710293078102,15.75,78.54,29.89,23.483476019371977,1.06,39.4,65.75,2.34,37.63,9.98,89.0,Satisfactory
24996,24996,Patna,2018-07-07,69.84,118.12710293078102,17.46,91.4,37.62,23.483476019371977,1.33,46.94,64.4,3.92,36.63,18.13,131.0,Moderate
24999,24999,Patna,2018-07-10,41.66,118.12710293078102,24.65,70.17,33.13,23.483476019371977,1.43,46.2,44.08,3.11,31.33,17.37,92.0,Satisfactory
25005,25005,Patna,2018-07-16,35.55,118.12710293078102,23.0,65.36,30.87,23.483476019371977,1.13,46.43,61.17,2.98,34.55,16.35,84.0,Satisfactory
25009,25009,Patna,2018-07-20,58.49,118.12710293078102,16.24,84.65,31.77,23.483476019371977,1.14,45.51,79.53,3.32,34.77,16.19,123.0,Moderate
25014,25014,Patna,2018-07-25,32.39,118.12710293078102,9.79,43.78,17.28,23.483476019371977,0.57,55.45,51.77,1.96,33.48,8.43,76.0,Satisfactory
25015,25015,Patna,2018-07-26,41.54,118.12710293078102,19.11,58.33,29.98,23.483476019371977,0.77,80.07,47.33,2.35,33.07,11.31,78.0,Satisfactory
25016,25016,Patna,2018-07-27,42.89,118.12710293078102,18.62,49.65,23.87,23.483476019371977,0.91,51.81,45.76,2.3,34.1,11.48,98.0,Satisfactory
25021,25021,Patna,2018-08-01,39.54,118.12710293078102,6.82,38.33,14.06,23.483476019371977,0.54,12.44,62.02,1.9,37.59,7.13,83.0,Satisfactory
25034,25034,Patna,2018-08-14,61.14,118.12710293078102,41.33,85.04,47.08,23.483476019371977,1.82,24.07,33.8,3.26,31.7,17.64,122.0,Moderate
25036,25036,Patna,2018-08-16,37.12,118.12710293078102,23.83,63.72,30.96,23.483476019371977,1.2,22.72,28.27,2.45,33.32,12.58,82.0,Satisfactory
25037,25037,Patna,2018-08-17,41.99,118.12710293078102,22.59,67.01,31.06,23.483476019371977,1.16,18.95,31.71,2.63,32.91,13.59,87.0,Satisfactory
25038,25038,Patna,2018-08-18,65.93,118.12710293078102,38.72,102.79,50.13,23.483476019371977,1.85,25.63,36.13,3.4,35.7,17.87,108.0,Moderate
25040,25040,Patna,2018-08-20,40.25,118.12710293078102,27.91,61.59,32.87,23.483476019371977,1.39,27.3,44.41,3.12,39.8,16.53,100.0,Satisfactory
25041,25041,Patna,2018-08-21,34.96,118.12710293078102,21.28,56.85,27.63,23.483476019371977,1.12,26.1,38.71,2.59,37.93,14.03,86.0,Satisfactory
25044,25044,Patna,2018-08-24,67.18,118.12710293078102,28.22,86.44,39.51,23.483476019371977,1.71,25.58,36.01,3.54,42.4,17.94,122.0,Moderate
25046,25046,Patna,2018-08-26,55.12,118.12710293078102,20.01,52.77,25.81,23.483476019371977,1.17,24.33,43.9,3.03,42.18,15.04,107.0,Moderate
25049,25049,Patna,2018-08-29,45.77,118.12710293078102,22.17,55.96,27.94,23.483476019371977,1.04,25.03,46.24,2.38,30.99,12.15,89.0,Satisfactory
25054,25054,Patna,2018-09-03,41.48,118.12710293078102,23.99,61.41,30.47,23.483476019371977,0.76,23.72,47.48,2.59,40.97,11.66,71.0,Satisfactory
25058,25058,Patna,2018-09-07,38.81,118.12710293078102,20.27,58.4,27.41,23.483476019371977,0.61,24.32,64.26,2.64,33.62,14.55,81.0,Satisfactory
25065,25065,Patna,2018-09-14,58.11,118.12710293078102,12.1,53.26,21.13,23.483476019371977,0.96,18.57,62.03,2.28,35.93,8.63,100.0,Satisfactory
25067,25067,Patna,2018-09-16,67.67,118.12710293078102,10.71,69.19,24.41,23.483476019371977,0.81,27.72,77.92,2.47,36.39,7.99,125.0,Moderate
25068,25068,Patna,2018-09-17,88.56,118.12710293078102,10.04,68.9,23.94,23.483476019371977,0.93,25.47,89.7,3.37,36.56,10.22,159.0,Moderate
25072,25072,Patna,2018-09-21,32.7,118.12710293078102,17.15,44.91,22.03,23.483476019371977,0.68,24.72,62.77,2.64,36.96,13.1,98.0,Satisfactory
25076,25076,Patna,2018-09-25,73.45,118.12710293078102,11.5,52.75,20.64,23.483476019371977,0.88,24.64,73.78,2.7,31.53,11.9,155.0,Moderate
25079,25079,Patna,2018-09-28,81.55,118.12710293078102,9.03,71.65,21.99,23.483476019371977,1.31,28.69,60.8,2.63,33.34,9.66,147.0,Moderate
25084,25084,Patna,2018-10-03,103.11,118.12710293078102,5.49,29.69,11.02,23.483476019371977,1.39,22.79,94.43,2.76,28.42,9.21,209.0,Poor
25086,25086,Patna,2018-10-05,85.68,118.12710293078102,9.27,31.08,13.61,23.483476019371977,1.49,22.3,83.71,2.97,30.55,11.6,190.0,Moderate
25087,25087,Patna,2018-10-06,90.95,118.12710293078102,6.51,25.34,10.51,23.483476019371977,1.28,27.58,94.19,2.85,33.39,8.99,197.0,Moderate
25088,25088,Patna,2018-10-07,88.59,118.12710293078102,6.29,20.9,9.23,23.483476019371977,1.14,25.22,101.09,2.67,34.4,7.71,215.0,Poor
25092,25092,Patna,2018-10-11,67.14,118.12710293078102,27.22,49.72,29.4,23.483476019371977,1.3,25.25,48.83,2.95,30.6,13.19,186.0,Moderate
25094,25094,Patna,2018-10-13,60.88,118.12710293078102,16.16,43.21,20.99,23.483476019371977,1.15,28.37,68.59,2.57,31.06,11.4,153.0,Moderate
25096,25096,Patna,2018-10-15,104.86,118.12710293078102,8.62,45.56,17.04,23.483476019371977,1.29,26.54,70.04,2.47,28.87,7.67,221.0,Poor
25106,25106,Patna,2018-10-25,147.16,118.12710293078102,20.53,25.08,18.94,23.483476019371977,2.24,33.53,93.85,3.8,31.26,13.87,323.0,Very Poor
25107,25107,Patna,2018-10-26,171.12,118.12710293078102,26.49,25.59,22.7,23.483476019371977,3.07,34.53,142.43,4.47,31.25,19.37,332.0,Very Poor
25108,25108,Patna,2018-10-27,136.71,118.12710293078102,37.13,50.79,37.86,23.483476019371977,2.35,26.81,69.53,4.04,30.05,19.03,325.0,Very Poor
25115,25115,Patna,2018-11-03,148.34,118.12710293078102,16.1,11.22,12.67,23.483476019371977,1.84,28.16,51.42,3.62,31.06,13.87,314.0,Very Poor
25118,25118,Patna,2018-11-06,180.15,118.12710293078102,10.64,77.33,26.47,23.483476019371977,1.42,31.25,95.46,3.11,26.43,11.05,336.0,Very Poor
25123,25123,Patna,2018-11-11,228.08,118.12710293078102,8.86,7.84,7.4,23.483476019371977,1.79,29.33,81.01,3.48,30.7,11.51,362.0,Very Poor
25124,25124,Patna,2018-11-12,235.81,118.12710293078102,7.51,5.58,6.0,23.483476019371977,1.86,33.72,65.29,3.5,28.69,10.28,395.0,Very Poor
25129,25129,Patna,2018-11-17,135.62,118.12710293078102,7.36,14.12,8.13,23.483476019371977,1.26,32.77,34.49143047551808,2.6,26.31,9.86,321.0,Very Poor
25131,25131,Patna,2018-11-19,259.86,118.12710293078102,39.28,9.89,26.16,23.483476019371977,2.75,34.64,34.49143047551808,4.92,31.04,23.74,397.0,Very Poor
25134,25134,Patna,2018-11-22,237.86,118.12710293078102,31.34,6.07,18.78,23.483476019371977,2.92,33.15,34.49143047551808,4.91,32.07,23.97,404.0,Severe
25135,25135,Patna,2018-11-23,214.56,118.12710293078102,16.91,12.27,13.41,23.483476019371977,2.6,31.94,34.49143047551808,3.93,28.01,19.14,377.0,Very Poor
25136,25136,Patna,2018-11-24,210.55,118.12710293078102,13.39,10.83,10.93,23.483476019371977,2.55,34.8,34.49143047551808,3.32,27.44,11.18,360.0,Very Poor
25137,25137,Patna,2018-11-25,253.65,118.12710293078102,16.19,9.22,12.07,23.483476019371977,3.16,33.66,34.49143047551808,4.41,30.47,11.74,399.0,Very Poor
25139,25139,Patna,2018-11-27,204.45,118.12710293078102,24.01,8.22,16.57,23.483476019371977,3.36,42.79,34.49143047551808,4.55,29.55,21.89,395.0,Very Poor
25140,25140,Patna,2018-11-28,161.01,118.12710293078102,36.53,27.72,32.01,23.483476019371977,2.32,50.93,34.49143047551808,3.78,26.09,19.45,326.0,Very Poor
25141,25141,Patna,2018-11-29,195.57,118.12710293078102,27.69,12.48,20.04,23.483476019371977,3.58,51.82,34.49143047551808,4.0,25.94,18.78,355.0,Very Poor
25142,25142,Patna,2018-11-30,195.42,118.12710293078102,16.81,9.65,12.7,23.483476019371977,3.0,45.49,34.49143047551808,3.85,26.22,17.72,358.0,Very Poor
25146,25146,Patna,2018-12-04,290.17,118.12710293078102,58.22,98.74,63.88,23.483476019371977,3.68,24.44,34.49143047551808,4.69,26.76,20.12,431.0,Severe
25152,25152,Patna,2018-12-10,303.44,118.12710293078102,33.38,9.16,22.37,23.483476019371977,3.5,40.06,34.49143047551808,5.45,28.42,24.66,424.0,Severe
25153,25153,Patna,2018-12-11,253.4,118.12710293078102,45.55,44.38,46.74,23.483476019371977,2.44,41.9,34.49143047551808,4.76,28.61,25.27,425.0,Severe
25156,25156,Patna,2018-12-14,253.49,118.12710293078102,18.0,20.57,13.25,23.483476019371977,2.09,43.64,34.49143047551808,4.41,26.79,20.7,401.0,Severe
25157,25157,Patna,2018-12-15,159.5,118.12710293078102,12.24,20.19,9.65,23.483476019371977,1.19,37.27,34.49143047551808,3.02,23.89,12.92,354.0,Very Poor
25165,25165,Patna,2018-12-23,283.17,118.12710293078102,10.48,6.1,7.94,23.483476019371977,2.53,27.61,34.49143047551808,3.67,23.47,11.18,490.0,Severe
25167,25167,Patna,2018-12-25,240.54,118.12710293078102,6.74,4.75,5.28,23.483476019371977,1.82,28.1,34.49143047551808,3.06,24.19,8.34,389.0,Very Poor
25171,25171,Patna,2018-12-29,249.73,118.12710293078102,62.72,96.82,69.6,23.483476019371977,2.61,44.55,15.18,4.12,25.04,13.33,376.0,Very Poor
25172,25172,Patna,2018-12-30,337.17,118.12710293078102,38.91,164.83,62.85,23.483476019371977,2.54,25.07,60.97,4.45,25.92,12.04,430.0,Severe
25173,25173,Patna,2018-12-31,359.32,118.12710293078102,40.82,113.29,48.29,23.483476019371977,2.8,25.42,70.44,4.58,24.4,12.79,470.0,Severe
25174,25174,Patna,2019-01-01,436.55,118.12710293078102,32.51,21.09,24.91,23.483476019371977,2.86,33.82,53.72,5.47,26.65,17.17,539.0,Severe
25175,25175,Patna,2019-01-02,463.51,118.12710293078102,57.56,32.27,45.12,23.483476019371977,3.65,31.81,46.44,6.09,31.66,23.23,568.0,Severe
25181,25181,Patna,2019-01-08,131.75,118.12710293078102,7.39,24.25,10.77,23.483476019371977,0.37,33.24,42.37,2.9,24.38,10.87,342.0,Very Poor
25183,25183,Patna,2019-01-10,241.28,118.12710293078102,27.56,20.83,22.04,23.483476019371977,1.42,35.12,72.31,3.79,25.48,13.45,354.0,Very Poor
25192,25192,Patna,2019-01-19,277.86,118.12710293078102,15.63,22.85,15.29,23.483476019371977,2.11,31.81,35.35,3.71,24.46,11.86,443.0,Severe
25196,25196,Patna,2019-01-23,176.15,118.12710293078102,62.02,133.07,74.17,23.483476019371977,0.89,43.74,39.51,2.98,21.14,11.72,396.0,Very Poor
25206,25206,Patna,2019-02-02,237.45,118.12710293078102,23.97,40.06,24.91,23.483476019371977,2.73,42.32,44.55,3.5,22.2,11.51,435.0,Severe
25208,25208,Patna,2019-02-04,138.09,118.12710293078102,10.45,23.6,12.46,23.483476019371977,1.84,45.34,74.99,2.26,18.61,7.74,336.0,Very Poor
25210,25210,Patna,2019-02-06,189.49,118.12710293078102,13.27,17.14,12.5,23.483476019371977,2.43,46.63,70.9,2.68,19.53,8.34,335.0,Very Poor
25211,25211,Patna,2019-02-07,234.28,118.12710293078102,15.53,14.14,13.08,23.483476019371977,2.48,44.88,55.76,3.52,22.77,10.4,379.0,Very Poor
25216,25216,Patna,2019-02-12,134.59,118.12710293078102,52.38,110.55,60.4,23.483476019371977,1.73,41.18,49.37,2.23,18.67,7.39,289.0,Poor
25224,25224,Patna,2019-02-20,150.62,118.12710293078102,15.93,39.14,19.81,23.483476019371977,1.79,45.96,55.67,2.34,19.37,7.77,330.0,Very Poor
25225,25225,Patna,2019-02-21,144.92,118.12710293078102,19.26,36.57,21.16,23.483476019371977,2.4,29.84,52.14,2.42,20.39,8.05,312.0,Very Poor
25229,25229,Patna,2019-02-25,104.8,118.12710293078102,15.17,17.95,13.85,23.483476019371977,2.01,29.99,76.7,1.98,19.13,8.12,202.0,Poor
25232,25232,Patna,2019-02-28,46.41,118.12710293078102,18.64,72.99,30.21,23.483476019371977,0.9,36.22,65.32,1.38,15.46,6.57,112.0,Moderate
25234,25234,Patna,2019-03-02,127.84,118.12710293078102,40.44,113.35,53.89,23.483476019371977,1.88,37.21,67.93,2.1,19.09,7.8,255.0,Poor
25235,25235,Patna,2019-03-03,129.83,118.12710293078102,19.04,79.05,32.03,23.483476019371977,1.44,36.02,66.71,1.94,19.51,5.71,308.0,Very Poor
25237,25237,Patna,2019-03-05,99.65,118.12710293078102,9.99,25.52,12.67,23.483476019371977,1.49,38.3,53.49,1.82,19.4,6.79,251.0,Poor
25239,25239,Patna,2019-03-07,72.62,118.12710293078102,5.51,14.51,7.0,23.483476019371977,1.03,36.52,101.24,1.35,17.9,4.68,189.0,Moderate
25247,25247,Patna,2019-03-15,72.44,118.12710293078102,14.53,58.78,24.05,23.483476019371977,1.26,39.53,61.32,1.59,19.42,5.37,164.0,Moderate
25251,25251,Patna,2019-03-19,86.48,118.12710293078102,16.98,120.75,41.57,23.483476019371977,1.45,39.62,93.17,1.51,15.84,4.76,206.0,Poor
25252,25252,Patna,2019-03-20,87.83,118.12710293078102,23.58,114.06,50.58,23.483476019371977,1.5,48.14,48.6,2.34,22.87,7.05,205.0,Poor
25254,25254,Patna,2019-03-22,58.35,118.12710293078102,4.61,57.65,17.55,23.483476019371977,1.33,43.16,115.5,1.35,15.44,4.3,255.0,Poor
25255,25255,Patna,2019-03-23,39.08,118.12710293078102,4.84,48.61,15.14,23.483476019371977,1.12,43.81,139.53,1.07,15.66,2.95,188.0,Moderate
25258,25258,Patna,2019-03-26,59.91,118.12710293078102,25.56,44.24,26.9,23.483476019371977,2.1,41.82,49.19,1.8,18.14,6.5,134.0,Moderate
25260,25260,Patna,2019-03-28,82.12,118.12710293078102,13.51,10.2,10.82,23.483476019371977,2.5,45.72,72.07,1.92,16.98,7.61,201.0,Poor
25265,25265,Patna,2019-04-02,61.04,118.12710293078102,28.25,77.26,37.15,23.483476019371977,1.63,50.18,67.74,1.59,16.22,6.34,132.0,Moderate
25268,25268,Patna,2019-04-05,51.62,118.12710293078102,8.82,20.01,10.53,23.483476019371977,1.12,49.96,64.55,1.54,17.15,5.61,108.0,Moderate
25272,25272,Patna,2019-04-09,53.38,118.12710293078102,8.94,16.24,9.63,23.483476019371977,1.08,40.62,64.17,1.54,15.45,5.93,111.0,Moderate
